county_name,crime_rate_per_100000,index,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY
"West Carroll Parish, LA",566.9428696,205,1,4,1183,11637,9905,3,2,100,65,344,0,0,0,65,49,285,10,3,11465,22,123
"Vermilion County, IL",565.1757149,206,1,4,694,81547,81547,18,18,98.369,454,3058,4,63,88,299,955,1979,124,27,80329,17,183
"Rio Arriba County, NM",563.9848273,207,1,4,1836,43808,40510,2,2,100,226,836,1,5,38,182,401,396,39,3,40072,35,39
"Cumberland County, NC",562.7993899,208,1,4,1937,328104,328104,8,6,100,1834,19300,30,95,728,980,6378,11924,999,104,325871,37,51
"Hardeman County, TN",562.6092907,209,1,4,2490,27060,27056,6,6,100,148,655,4,3,11,130,225,376,54,8,26306,47,69
"Independence County, AR",562.2077466,210,1,4,144,36838,37001,1,2,100,208,1552,0,22,16,170,601,830,121,25,36997,5,63
"St. Mary Parish, LA",562.1649889,211,1,4,1172,54531,52101,6,5,100,301,1814,1,19,41,240,412,1329,73,3,53543,22,101
"Chambers County, AL",562.0279843,212,1,4,9,34075,34075,4,4,100,192,1345,1,7,24,160,374,875,96,5,34162,1,17
"Tehama County, CA",561.3968314,213,1,4,239,64191,64191,5,5,100,354,1507,3,17,36,298,451,896,160,5,63057,6,103
"Brooks County, GA",560.7115236,214,1,4,407,15668,15500,4,4,100,87,479,0,12,10,65,117,328,34,0,15516,13,27
"Champaign County, IL",560.2815073,215,1,4,612,201779,200594,16,12,100,1148,5777,4,129,226,789,1571,4040,166,47,204897,17,19
"Glynn County, GA",559.4542867,216,1,4,456,81244,81244,7,5,100,456,3883,6,13,125,312,957,2814,112,8,81508,13,127
"Petersburg city, VA",559.3459955,217,1,4,2973,32682,32682,4,4,100,182,1441,5,7,59,111,395,939,107,7,32538,51,730
"Norfolk city, VA",558.2211677,218,1,4,2971,245303,245303,7,7,100,1374,12058,34,88,502,750,2327,8972,759,62,246139,51,710
"Henderson County, IL",557.9399142,219,1,4,638,7016,7016,3,3,100,39,172,0,1,1,37,69,103,0,1,6990,17,71
"Sierra County, CA",557.9258287,220,1,4,233,3142,3142,3,3,100,17,55,0,0,0,17,16,37,2,1,3047,6,91
"East Carroll Parish, LA",557.843007,221,1,4,1139,7675,7675,2,2,83.7655,42,125,3,0,3,36,57,68,0,0,7529,22,35
"Claiborne County, TN",557.6679341,222,1,4,2468,32438,32438,4,4,100,176,845,1,4,13,158,369,425,51,9,31560,47,25
"Mecklenburg County, NC",556.9251355,223,1,4,1971,953666,953726,14,8,99.9039,5519,36631,54,240,1886,3339,8340,25995,2295,233,990977,37,119
"Del Norte County, CA",556.0937108,224,1,4,195,28925,28925,3,3,100,155,687,1,22,24,108,288,283,116,6,27873,6,15
"Prince George's County, MD",555.679764,225,1,4,1219,879645,879645,30,30,100,4946,31167,63,173,2450,2260,6050,20025,5092,159,890081,24,33
"Lafayette Parish, LA",554.917802,226,1,4,1149,225779,217459,7,6,100,1281,9465,17,37,267,960,2110,6959,396,46,230845,22,55
"Butler County, MO",554.7431702,227,1,4,1509,43163,43163,4,4,100,239,2049,1,18,35,185,446,1524,79,10,43083,29,23
"Sumter County, AL",553.8507597,228,1,4,60,13532,13342,6,5,93.1869,74,308,1,2,4,67,99,194,15,0,13361,1,119
"Maury County, TN",552.7632192,229,1,4,2515,75052,82182,4,4,100,463,2239,5,28,45,385,518,1640,80,11,83761,47,119
"Mobile County, AL",552.3100664,230,1,4,49,414233,414233,13,13,100,2287,17808,46,87,661,1493,4458,12315,1034,92,414079,1,97
"St. Landry Parish, LA",551.2018597,231,1,4,1170,84502,76711,9,4,100,460,2548,7,28,69,356,823,1641,84,3,83454,22,97
"Cumberland County, NJ",551.0639921,232,1,4,1798,157869,157869,7,6,100,867,6765,7,32,316,512,2033,4567,164,33,157332,34,11
"Tift County, GA",551.0599216,233,1,4,530,41915,41903,5,4,100,222,1951,5,18,45,154,369,1514,68,16,40286,13,277
"Pinellas County, FL",550.6712247,234,1,4,377,929915,929915,36,29,100,5116,33646,44,361,1206,3505,7392,24499,1755,167,929048,12,103
"Roanoke city, VA",550.4493983,235,1,4,2978,97780,97780,3,3,100,542,4789,9,39,141,353,939,3602,248,43,98465,51,770
"Clarendon County, SC",550.1382623,236,1,4,2356,35056,35056,9,7,100,189,1338,1,10,31,147,352,904,82,11,34355,45,27
"Chaves County, NM",549.9597405,237,1,4,1817,65995,65995,3,3,95.934,362,3008,8,37,48,269,756,2141,110,14,65823,35,5
"Quitman County, GA",549.2184199,238,1,4,511,2490,2490,1,1,83.3333,13,44,0,0,0,13,18,24,2,0,2367,13,239
"Wicomico County, MD",549.080241,239,1,4,1225,100148,100148,6,6,100,554,3368,5,30,148,371,764,2494,109,33,100896,24,45
"Sacramento County, CA",547.6937429,240,1,4,221,1449422,1449422,19,16,100,8008,48478,79,383,2560,4986,11383,28679,8416,244,1462131,6,67
"Andrews County, TX",547.6516459,241,1,4,2552,15676,15676,2,2,100,92,354,1,20,0,71,78,258,18,0,16799,48,3
"Stanislaus County, CA",547.107372,242,1,4,237,523330,523330,16,13,100,2875,22061,38,129,788,1920,5551,12425,4085,117,525491,6,99
"Spalding County, GA",546.7734102,243,1,4,519,64716,64716,4,3,100,349,3245,3,24,82,240,797,2288,160,3,63829,13,255
"Victoria County, TX",543.1643489,244,1,4,2785,88856,88856,2,2,100,489,3109,6,48,50,385,761,2218,130,19,90028,48,469
"St. Francis County, AR",542.9200293,245,1,4,174,28076,28076,4,4,96.6116,148,1580,4,7,45,92,465,1081,34,9,27260,5,123
"Wirt County, WV",542.2809693,246,1,4,3079,5762,5762,5,3,100,32,110,0,1,0,31,42,57,11,2,5901,54,105
"Halifax County, NC",540.6618899,247,1,4,1953,54710,54035,9,6,100,289,2039,7,28,55,199,732,1226,81,13,53453,37,83
"Jeff Davis County, GA",539.8560384,248,1,4,473,15324,15324,2,2,100,81,471,1,0,3,77,115,346,10,2,15004,13,161
"Cecil County, MD",538.6947691,249,1,4,1210,102676,102676,6,6,100,549,3371,2,38,119,390,870,2362,138,45,101913,24,15
"Brevard County, FL",537.9223453,250,1,4,330,550983,550983,26,16,100,2963,16659,30,199,505,2229,3945,11867,847,64,550823,12,9
"Butler County, AL",537.8731804,251,1,4,7,20741,20733,4,4,97.6483,109,621,6,5,11,87,182,408,30,3,20265,1,13
"Montgomery County, TN",536.6094754,252,1,4,2518,178078,178078,5,5,100,988,4666,12,60,104,812,1171,3265,230,29,184119,47,125
"Beaufort County, SC",536.5518686,253,1,4,2349,166128,166250,9,8,99.9755,922,5040,12,48,146,716,1299,3522,219,26,171838,45,13
"Forsyth County, NC",535.9614639,254,1,4,1945,357890,358469,9,8,100,1936,17477,8,99,469,1360,5413,11233,831,112,361220,37,67
"Fresno County, CA",534.2980847,255,1,4,197,951648,942367,24,20,100,5104,41853,76,170,1410,3448,10493,24451,6909,415,955272,6,19
"Kent County, DE",534.1880342,256,1,4,322,162798,166643,20,19,99.9332,905,6186,4,47,161,693,1230,4743,213,196,169416,10,1
"Howard County, TX",533.9308933,257,1,4,2664,35648,35648,2,2,100,193,1265,3,20,12,158,303,908,54,7,36147,48,227
"Putnam County, GA",533.4331571,258,1,4,510,21573,21573,2,2,100,114,508,0,7,13,94,173,324,11,1,21371,13,237
"Morgan County, MO",532.938564,259,1,4,1568,20564,20541,4,4,97.9878,108,428,3,0,1,104,154,248,25,0,20265,29,141
"Anson County, NC",531.3252552,260,1,4,1915,26873,25830,7,3,86.8719,139,1315,1,15,30,93,508,769,38,3,26161,37,7
"Allen County, OH",530.8742806,261,1,4,2068,109408,106087,13,11,95.4966,559,3820,8,73,120,358,1042,2646,132,25,105298,39,3
"Clinch County, GA",529.8013245,262,1,4,425,6849,6849,2,2,100,36,248,2,0,8,26,75,171,2,1,6795,13,65
"Wilkes County, GA",529.4705295,263,1,4,550,10320,10320,4,3,100,53,181,1,1,1,50,50,126,5,0,10010,13,317
"Muskegon County, MI",529.2150075,264,1,4,1303,171426,171426,11,11,100,905,7269,4,119,192,590,1800,5164,305,61,171008,26,121
"Lincoln County, WV",528.7814834,265,1,4,3048,21551,21551,6,4,5.2619,114,807,2,5,9,98,226,525,56,4,21559,54,43
"Gadsden County, FL",528.2071265,266,1,4,344,46781,46130,15,8,100,244,1145,5,12,25,202,444,659,42,5,46194,12,39
"Bullock County, AL",526.3652599,267,1,4,6,10584,10584,2,2,57.5822,56,156,0,2,12,43,98,55,3,23,10639,1,11
"Dauphin County, PA",525.2143487,268,1,4,2291,269413,269413,28,26,100,1423,7225,18,154,527,724,1533,5404,288,56,270937,42,43
"Hill County, MT",525.1086432,269,1,4,1633,16511,16511,2,2,100,87,595,0,17,1,69,40,519,36,11,16568,30,41
"Bibb County, GA",524.1693112,270,1,4,404,158571,157879,8,7,100,811,9385,24,56,292,439,2395,6307,683,211,154721,13,21
"Knox County, TN",522.4662747,271,1,4,2502,440538,440538,3,3,100,2323,18309,25,150,612,1536,4205,12733,1372,46,444622,47,93
"Vance County, NC",522.2281735,272,1,4,2002,45756,45756,5,3,100,234,2996,11,8,97,118,1029,1800,167,12,44808,37,181
"Bryan County, OK",522.1046922,273,1,4,2161,43354,43354,7,7,100,231,1307,1,17,9,204,366,865,76,2,44244,40,13
"Cuyahoga County, OH",521.2349405,274,1,4,2084,1270333,1152517,64,50,94.7975,6584,38979,99,489,3719,2277,12781,21517,4681,367,1263154,39,35
"Taney County, MO",520.7652823,275,1,4,1603,52835,52835,6,6,100,279,2017,0,10,26,243,351,1564,102,3,53575,29,213
"Martin County, NC",519.0092409,276,1,4,1970,24420,24420,5,3,100,123,1084,3,4,32,84,425,619,40,6,23699,37,117
"McMinn County, TN",517.7585449,277,1,4,2509,52942,52942,6,6,100,271,2046,0,18,37,216,483,1426,136,13,52341,47,107
"Dallas County, AR",516.8284382,278,1,4,132,8103,8103,2,2,100,41,229,2,5,7,27,80,144,5,1,7933,5,39
"Delaware County, PA",516.0390268,279,1,4,2292,560401,560401,49,48,100,2900,12656,30,89,849,1932,2309,9745,602,59,561973,42,45
"Ward County, TX",515.8306652,280,1,4,2788,10876,10876,2,2,100,58,303,2,5,2,49,70,226,7,0,11244,48,475
"Gibson County, TN",515.5994096,281,1,4,2482,50971,50347,10,10,100,255,1228,0,7,21,227,367,812,49,9,49457,47,53
"Bristol County, MA",515.394913,282,1,4,1230,553806,553806,27,24,100,2849,13129,6,186,692,1965,3653,8599,876,105,552780,25,5
"Oconee County, SC",514.3580518,283,1,4,2379,75126,75126,11,10,100,386,2275,5,32,17,332,662,1456,157,13,75045,45,73
"Etowah County, AL",513.8024266,284,1,4,28,103809,97544,10,8,99.2824,534,4209,2,45,126,361,1241,2674,294,42,103931,1,55
"Pontotoc County, OK",513.2659507,285,1,4,2216,38169,38031,5,5,100,195,1109,3,25,11,156,292,740,77,0,37992,40,123
"Monroe County, FL",512.1085513,286,1,4,369,74881,74881,14,6,100,391,3331,3,33,66,289,638,2549,144,6,76351,12,87
"Gonzales County, TX",512.0126034,287,1,4,2639,20209,20202,4,4,100,104,542,2,15,4,83,166,351,25,1,20312,48,177
"Abbeville County, SC",511.8566801,288,1,4,2343,24819,25400,10,11,100,128,737,0,5,12,111,216,496,25,13,25007,45,1
"Galax city, VA",511.7270789,289,1,4,2961,7060,7060,2,2,100,36,312,0,10,1,25,17,289,6,0,7035,51,640
"Dorchester County, MD",508.2669933,290,1,4,1212,32955,32955,4,4,100,166,1130,1,15,36,114,296,784,49,11,32660,24,19
"Lawrence County, PA",508.2108515,291,1,4,2306,91314,90682,20,20,99.5465,454,2109,4,14,93,343,635,1401,73,13,89333,42,73
"Ben Hill County, GA",508.1358835,292,1,4,402,17862,17862,2,2,100,89,507,0,23,12,54,180,303,24,3,17515,13,17
"Kings County, CA",508.081611,293,1,4,203,155191,155191,10,8,100,767,3440,4,55,106,602,813,2222,405,34,150960,6,31
"Baltimore County, MD",508.0101821,294,1,4,1206,817761,817761,5,5,100,4181,23668,24,147,1368,2642,4083,18013,1572,257,823015,24,5
"Des Moines County, IA",506.4229249,295,1,4,825,40325,40325,3,3,100,205,1461,3,5,20,177,339,1060,62,14,40480,19,57
"Okeechobee County, FL",505.9750826,296,1,4,372,40688,40688,12,6,100,199,1387,0,19,30,150,550,786,51,0,39330,12,93
"Lancaster County, SC",504.6111014,297,1,4,2371,78649,78649,7,5,100,406,3145,13,26,68,299,884,2146,115,22,80458,45,57
"Lee County, IA",504.4560283,298,1,4,852,35759,35759,4,3,100,180,1010,0,9,5,166,254,678,78,15,35682,19,111
"Calcasieu Parish, LA",504.3626086,299,1,4,1131,195240,195240,8,8,94.5184,985,8795,12,118,241,614,3762,4802,231,16,195296,22,19
"Randall County, TX",503.6608315,300,1,4,2741,36807,125198,3,4,100,637,4498,6,56,126,449,1094,3091,313,29,126474,48,381
"St. Charles Parish, LA",503.6395081,301,1,4,1166,52828,52828,1,1,100,265,1605,2,8,32,223,409,1118,78,18,52617,22,89
"Baldwin County, GA",501.7485176,302,1,4,398,44891,44891,6,5,100,231,1443,2,18,15,196,359,1044,40,3,46039,13,9
"Pueblo County, CO",501.7002063,303,1,4,298,162766,162766,4,3,100,810,7411,8,22,199,581,1962,4931,518,43,161451,8,101
"Cherokee County, TX",501.1989465,304,1,4,2587,51796,51764,4,5,100,255,1441,2,33,25,195,436,903,102,8,50878,48,73
"McNairy County, TN",501.1476664,305,1,4,2510,26357,26310,4,4,100,131,573,0,4,5,122,153,378,42,2,26140,47,109
"Lea County, NM",501.0137816,306,1,4,1828,65527,65527,6,6,99.7947,341,2513,4,28,28,280,729,1600,184,6,68062,35,25
"Franklin County, AL",497.9068882,307,1,4,30,32012,32012,5,5,98.7906,157,746,0,10,13,134,216,494,35,2,31532,1,59
"Geary County, KS",497.5390541,308,1,4,926,35503,35503,3,3,100,186,709,1,12,13,160,166,510,32,7,37384,20,61
"Tallapoosa County, AL",497.5365871,309,1,4,62,40074,40745,7,6,99.5233,205,1157,3,6,17,179,296,809,52,4,41203,1,123
"DeWitt County, TX",497.4881725,310,1,4,2612,18371,20558,3,4,100,102,435,0,10,5,87,124,290,21,1,20503,48,123
"Bay County, FL",497.1797905,311,1,4,328,172174,172174,20,12,100,870,7391,9,70,168,623,1558,5538,295,20,174987,12,5
"Scotland County, NC",496.8771686,312,1,4,1994,36019,35375,5,3,81.9176,179,1610,7,5,33,134,761,803,47,26,36025,37,165
"St. Helena Parish, LA",496.5517241,313,1,4,1167,11014,11014,1,1,100,54,247,0,1,2,51,87,140,20,0,10875,22,91
"Washington Parish, LA",495.4867619,314,1,4,1180,47418,47418,3,3,100,230,1703,6,22,36,166,552,1075,76,2,46419,22,117
"Calhoun County, TX",495.2765294,315,1,4,2579,21763,20375,4,3,98.4663,108,580,0,15,3,90,191,359,29,5,21806,48,57
"Johnson County, TN",495.0770429,316,1,4,2501,18382,18382,2,2,100,89,303,2,5,2,80,96,169,38,2,17977,47,91
"Valencia County, NM",492.8949714,317,1,4,1847,77193,77193,5,5,95.1897,376,1957,4,15,18,338,822,931,204,9,76284,35,61
"Gregg County, TX",492.5868123,318,1,4,2642,132441,124924,5,5,100,606,5470,7,72,145,382,1241,3834,395,19,123024,48,183
"Kleberg County, TX",492.1965048,319,1,4,2687,32678,32678,3,3,100,158,1350,1,5,18,134,370,960,20,4,32101,48,273
"Sheridan County, MT",490.7306434,320,1,4,1658,3484,3484,1,1,100,18,67,0,3,0,15,7,54,6,0,3668,30,91
"Muscogee County, GA",490.5731077,321,1,4,499,196178,196178,4,4,100,995,11325,17,31,424,523,2712,7767,846,28,202824,13,215
"Nantucket County, MA",490.4317723,322,1,4,1237,10232,10232,6,1,100,51,365,0,3,2,46,51,301,13,1,10399,25,19
"Decatur County, TN",488.80885,323,1,4,2475,11423,11784,3,4,100,57,284,0,1,3,53,97,162,25,1,11661,47,39
"Osceola County, FL",488.4356659,324,1,4,374,279931,279931,12,6,100,1458,9130,8,75,209,1166,2801,5962,367,7,298504,12,97
"York County, SC",488.3795741,325,1,4,2388,232720,232720,12,10,100,1169,5897,10,70,167,922,1090,4480,327,31,239363,45,91
"Shawnee County, KS",488.1703955,326,1,4,984,179855,178402,17,15,99.8842,873,7952,19,46,244,564,1585,5706,662,68,178831,20,177
"Pennington County, SD",486.9469842,327,1,4,2439,106719,103972,3,3,100,515,4123,5,143,55,312,716,3149,258,21,105761,46,103
"Ingham County, MI",485.4128135,328,1,4,1275,288539,273664,12,11,100,1370,7290,13,162,237,958,1971,4891,428,112,282234,26,65
"Cloud County, KS",484.2875592,329,1,4,910,9413,9413,2,2,100,45,300,0,9,0,36,88,202,10,7,9292,20,29
"Bradford County, FL",484.1713222,330,1,4,329,28641,27407,14,5,100,130,544,0,12,6,112,179,339,26,2,26850,12,7
"Douglas County, NE",483.3822237,331,1,4,1698,528536,527670,8,7,100,2597,20729,41,196,824,1536,3684,14152,2893,73,537256,31,55
"Colbert County, AL",482.3917828,332,1,4,17,54731,54731,8,7,97.9643,263,2091,2,15,34,212,636,1342,112,3,54520,1,33
"Passaic County, NJ",481.7351959,333,1,4,1808,504479,504479,22,20,100,2436,11085,30,42,1213,1151,3093,6599,1392,19,505672,34,31
"Gray County, TX",481.7081109,334,1,4,2640,23096,23096,2,2,100,111,913,0,2,6,103,269,609,35,4,23043,48,179
"Portsmouth city, VA",481.2639676,335,1,4,2975,96739,96739,2,2,100,463,4854,11,43,181,228,1220,3419,215,14,96205,51,740
"Monroe County, AL",481.201655,336,1,4,50,22851,21256,5,3,100,107,577,0,8,8,91,129,423,25,2,22236,1,99
"Union County, NM",480.5491991,337,1,4,1846,4440,4440,2,2,91.4189,21,131,0,1,2,18,77,42,12,0,4370,35,59
"Hardin County, TN",480.1413536,338,1,4,2491,26041,26088,5,6,100,125,918,1,11,12,101,282,586,50,6,26034,47,71
"Clarke County, AL",480.0253898,339,1,4,13,25798,25447,5,4,97.2472,121,605,0,16,12,93,172,399,34,1,25207,1,25
"Pointe Coupee Parish, LA",480.0213343,340,1,4,1160,22837,17998,3,2,100,108,319,0,3,4,101,111,187,21,0,22499,22,77
"Crenshaw County, AL",479.0504791,341,1,4,21,13967,13448,5,3,93.9694,67,241,1,3,3,60,85,133,23,2,13986,1,41
"Marion County, FL",479.010677,342,1,4,366,337066,337066,15,8,100,1616,7311,21,166,162,1267,1989,5080,242,16,337362,12,83
"Palm Beach County, FL",478.6575434,343,1,4,375,1353405,1347634,50,38,100,6568,44018,74,381,1883,4230,10230,31147,2641,157,1372171,12,99
"Pima County, AZ",478.147697,344,1,4,107,1000369,1000369,9,9,100,4765,23566,56,345,1481,2883,8284,11683,3599,310,996554,4,19
"Multnomah County, OR",477.461544,345,1,4,2258,753084,753342,10,8,100,3658,37672,24,287,1170,2177,5621,27569,4482,293,766135,41,51
"Georgetown County, SC",476.5056254,346,1,4,2364,60584,60457,9,6,100,288,2362,4,14,31,239,710,1527,125,6,60440,45,43
"Chesterfield County, SC",476.2213997,347,1,4,2355,47000,47000,10,9,100,220,1665,2,14,21,183,362,1219,84,10,46197,45,25
"Crisp County, GA",475.6599246,348,1,4,433,23963,23963,3,2,100,111,1362,3,9,44,55,333,993,36,4,23336,13,81
"Pottawatomie County, OK",473.593974,349,1,4,2217,70712,70712,4,4,100,337,2544,4,32,22,279,659,1645,240,3,71158,40,125
"De Baca County, NM",471.9454641,350,1,4,1821,1948,1948,1,1,91.6667,9,16,0,1,0,8,9,6,1,0,1907,35,11
"Calhoun County, SC",471.6041182,351,1,4,2351,15289,15289,8,6,98.367,71,540,0,6,9,56,221,269,50,2,15055,45,17
"Radford city, VA",471.3687151,352,1,4,2976,16595,16595,3,3,100,81,523,1,9,8,63,108,394,21,3,17184,51,750
"Broward County, FL",470.9480521,353,1,4,331,1804461,1804461,43,37,100,8660,66999,80,401,3408,4771,17400,45279,4320,180,1838844,12,11
"Raleigh County, WV",470.6150977,354,1,4,3067,79129,77543,12,7,100,371,3312,9,36,99,227,1054,2126,132,14,78833,54,81
"San Miguel County, NM",469.5000175,355,1,4,1840,29348,27958,4,2,82.9745,134,452,0,5,8,121,155,273,24,6,28541,35,47
"Muscatine County, IA",469.2314875,356,1,4,866,42970,42981,4,5,100,201,1028,0,40,7,154,259,728,41,12,42836,19,139
"Dimmit County, TX",468.0187207,357,1,4,2614,10270,10270,1,1,100,51,438,0,4,2,45,167,249,22,4,10897,48,127
"Lincoln County, TN",466.8034371,358,1,4,2507,33750,33707,3,4,100,157,796,2,6,6,143,196,573,27,4,33633,47,103
"Okaloosa County, FL",464.3699274,359,1,4,371,185985,185985,16,9,100,900,5028,2,72,108,718,920,3889,219,2,193811,12,91
"Reno County, KS",464.2467674,360,1,4,973,64937,64937,6,6,99.0334,298,2938,2,28,26,242,637,2141,159,41,64190,20,155
"Decatur County, GA",464.1982529,361,1,4,436,27990,27990,6,6,100,127,1022,3,2,11,111,254,743,25,0,27359,13,87
"Hamblen County, TN",462.948283,362,1,4,2487,63589,63583,5,5,100,292,2442,0,17,58,217,374,1955,112,12,63074,47,63
"McCurtain County, OK",462.7249357,363,1,4,2199,33399,33399,5,5,100,153,1063,0,9,10,134,311,689,63,14,33065,40,89
"Ramsey County, MN",462.49008,364,1,4,1388,515101,517997,18,20,100,2436,19556,15,233,730,1458,4257,12857,2442,175,526714,27,123
"Tulare County, CA",462.4094173,365,1,4,241,453419,453419,14,12,100,2100,15393,33,115,412,1540,4364,9194,1835,39,454143,6,107
"Ouachita Parish, LA",462.1687364,366,1,4,1158,155835,150796,7,5,100,722,7541,11,29,175,507,2149,5208,184,8,156220,22,73
"Marengo County, AL",461.4239643,367,1,4,46,20775,20390,7,4,97.7791,93,525,3,8,9,72,148,356,21,4,20155,1,91
"Hampshire County, WV",460.6525912,368,1,4,3040,23813,23813,7,5,100,108,231,0,6,2,100,97,119,15,2,23445,54,27
"Clinton County, IA",460.5534903,369,1,4,819,49203,49205,4,5,100,223,1446,0,17,21,185,356,1025,65,11,48420,19,45
"Barrow County, GA",460.4425287,370,1,4,400,70873,70658,4,4,100,329,1652,0,11,22,296,409,1149,94,7,71453,13,13
"Erie County, NY",459.3060294,371,1,4,1863,922171,922983,31,23,100,4225,27229,50,211,1602,2361,6019,19729,1481,341,919866,36,29
"Coffee County, TN",459.1712428,372,1,4,2471,54719,53454,5,5,100,245,1609,2,7,17,219,356,1183,69,4,53357,47,31
"Richmond County, NC",459.0022627,373,1,4,1988,47073,47073,5,3,100,213,2784,8,24,49,132,974,1714,96,22,46405,37,153
"Bourbon County, KS",457.8507945,374,1,4,901,15062,15062,2,2,100,68,480,0,8,1,59,136,316,28,6,14852,20,11
"Atlantic County, NJ",457.4751144,375,1,4,1793,275689,275689,22,21,96.5581,1262,8426,30,74,479,678,1794,6331,301,37,275862,34,1
"White Pine County, NV",457.3928607,376,1,4,1780,10230,10230,1,1,100,46,123,0,11,1,34,61,58,4,1,10057,32,33
"Sussex County, DE",457.297156,377,1,4,324,206408,202529,26,23,100,945,6562,6,72,170,697,1850,4502,210,8,206649,10,5
"Kanawha County, WV",455.3653117,378,1,4,3046,192823,185691,26,19,100,871,6734,11,55,148,657,1540,4835,359,58,191275,54,39
"Meigs County, TN",454.9746759,379,1,4,2516,11834,11834,2,2,100,53,277,2,9,1,41,75,166,36,4,11649,47,121
"Richmond County, GA",454.9437385,380,1,4,514,203391,203364,10,8,99.1663,919,11971,28,90,546,255,3186,7591,1193,51,202003,13,245
"Iron County, MO",454.3696829,381,1,4,1544,10676,10676,5,5,98.9166,47,112,1,1,3,42,47,56,10,2,10344,29,93
"Newberry County, SC",453.0796088,382,1,4,2378,38080,38080,9,7,100,170,1067,1,4,22,143,264,763,40,5,37521,45,71
"Morris County, TX",451.9245753,383,1,4,2722,13034,13040,5,6,100,58,297,0,1,4,53,114,179,4,2,12834,48,343
"Florence County, SC",451.8311814,384,1,4,2363,139173,139173,13,11,99.7011,625,6040,6,38,133,448,1466,4214,361,10,138326,45,41
"Hunt County, TX",451.4750482,385,1,4,2666,87523,86406,9,9,100,393,2863,1,21,65,306,869,1825,169,10,87048,48,231
"Roosevelt County, NM",451.0147833,386,1,4,1837,20479,20479,3,3,94.848,90,599,0,16,3,71,219,348,32,0,19955,35,41
"Claiborne Parish, LA",450.4504505,387,1,4,1135,17014,14717,3,2,83.728,75,382,0,9,6,60,131,219,32,3,16650,22,27
"Canadian County, OK",450.3540195,388,1,4,2163,73641,120227,5,7,100,568,4616,7,51,107,403,1200,2956,460,20,126123,40,17
"Schenectady County, NY",450.0009657,389,1,4,1895,155895,155895,14,7,100,699,4876,7,37,227,428,1059,3626,191,71,155333,36,93
"Liberty County, TX",449.8940279,390,1,4,2696,77356,77347,4,4,100,346,2327,1,18,36,291,544,1587,196,13,76907,48,291
"Russell County, AL",449.7776286,391,1,4,57,59060,54219,3,2,100,268,2478,2,24,70,172,776,1484,218,0,59585,1,113
"Inyo County, CA",449.4503709,392,1,4,201,18649,18649,4,4,100,83,325,0,4,4,75,103,211,11,0,18467,6,27
"Saluda County, SC",447.9617739,393,1,4,2383,19600,20071,8,8,100,90,438,0,4,6,80,160,250,28,1,20091,45,81
"Lawrence County, MO",447.8198245,394,1,4,1552,35601,35601,7,7,100,171,1242,1,7,6,157,330,825,87,3,38185,29,109
"Charlottesville city, VA",446.4587702,395,1,4,2950,43991,43991,2,2,100,198,1509,2,16,50,130,165,1250,94,9,44349,51,540
"Hamilton County, OH",445.8559141,396,1,4,2097,805417,778056,42,38,98.5905,3587,33641,58,296,2077,1156,8318,23723,1601,443,804520,39,61
"Los Angeles County, CA",444.800814,397,1,4,206,9980757,9980757,108,102,100,44556,232266,600,1976,18923,23057,49107,142604,40555,2210,10017068,6,37
"Mercer County, NJ",444.6376217,398,1,4,1803,368870,368870,19,17,98.7733,1647,8218,26,50,760,811,2447,5057,715,38,370414,34,21
"Rutherford County, TN",444.0822833,399,1,4,2530,271142,271142,7,7,100,1248,7252,6,93,195,954,1694,5162,396,14,281029,47,149
"Walker County, AL",443.9528471,400,1,4,64,66945,66929,10,10,99.104,293,2789,2,16,56,219,780,1839,170,11,65998,1,127
"Leavenworth County, KS",443.8191469,401,1,4,947,77564,77570,5,6,100,347,1721,0,24,34,289,464,1142,115,34,78185,20,103
"Scott County, IA",443.70103,402,1,4,878,167759,167447,10,9,100,756,4861,4,50,156,546,1059,3489,313,21,170385,19,163
"Benton County, MO",443.6932178,403,1,4,1505,19151,19151,4,4,100,84,524,1,13,4,66,191,314,19,1,18932,29,15
"Putnam County, TN",443.3866032,404,1,4,2526,73561,73561,8,8,100,326,2910,0,21,34,271,711,2075,123,6,73525,47,141
"Dallas County, TX",442.965072,405,1,4,2607,2579410,2452198,35,40,100,10987,94521,165,706,4889,5227,25141,59144,10235,692,2480331,48,113
"Anne Arundel County, MD",442.1108318,406,1,4,1205,549659,549659,6,6,100,2457,14800,13,100,538,1806,2588,11324,888,65,555743,24,3
"Guilford County, NC",441.7599337,407,1,4,1952,507714,500186,9,9,100,2238,18282,28,93,753,1364,5151,12198,933,183,506610,37,81
"Iron County, WI",441.7261298,408,1,4,3107,5909,5909,2,2,93.4634,26,80,0,0,0,26,21,59,0,0,5886,55,51
"Hudson County, NJ",441.3265847,409,1,4,1801,644381,644381,18,16,100,2914,12304,15,84,1323,1493,2664,8135,1504,38,660282,34,17
"Jefferson Parish, LA",440.2358045,410,1,4,1147,435199,435199,5,5,100,1914,15862,37,85,501,1291,3124,11741,997,98,434767,22,51
